Date,Open,High,Low,Close,Volume,Adj Close
2015-12-01,29.99,31.49,29.77,31.15,52932100,30.432741
2015-11-02,28.940001,30.99,28.879999,29.940001,168162300,29.033443
2015-10-01,25.15,29.83,24.790001,28.92,70483500,28.044329
2015-09-01,24.24,26.030001,23.68,25.219999,46312500,24.45636
2015-08-03,26.120001,26.33,19.370001,24.82,38802700,23.854984
2015-07-01,26.67,27.33,25.52,26.10,29063000,25.085217
2015-06-01,27.26,27.68,26.530001,26.57,33374800,25.536943
2015-05-01,27.09,27.790001,26.610001,27.27,34048900,25.98867
2015-04-01,24.719999,28.68,24.57,27.08,67788700,25.807596
2015-03-02,25.879999,26.120001,24.67,24.809999,35538800,23.644257
2015-02-02,24.00,26.27,23.90,25.99,38143000,24.768812
2015-01-02,25.34,25.459999,23.41,23.889999,47687000,22.560097
2014-12-01,26.16,26.469999,24.059999,25.27,40689800,23.863276
2014-11-03,25.49,27.10,25.48,26.49,28829700,24.782047
2014-10-01,25.43,25.93,23.690001,25.809999,37180000,24.145891
2014-09-02,25.889999,26.40,25.299999,25.620001,28267600,23.968142
2014-08-01,25.07,26.450001,24.75,25.98,27001000,24.101387
2014-07-01,26.27,27.15,25.15,25.15,34877300,23.331404
2014-06-02,26.709999,27.530001,26.200001,26.280001,28160700,24.379694
2014-05-01,26.73,26.959999,26.15,26.790001,21905100,24.649485
2014-04-01,25.83,26.90,25.43,26.889999,32731000,24.741493
2014-03-03,25.209999,26.35,24.92,25.889999,34011600,23.821392
2014-02-03,25.129999,26.040001,24.32,25.469999,37064800,23.43495
2014-01-02,27.860001,27.940001,24.90,25.129999,45898300,22.921846
2013-12-02,26.65,28.09,26.200001,28.030001,36802800,25.567026
2013-11-01,26.049999,27.50,26.030001,26.66,36825500,24.122229
2013-10-01,23.940001,26.48,23.50,26.139999,40825700,23.651728
2013-09-03,23.309999,24.91,22.92,23.889999,38743100,21.615906
2013-08-01,24.60,24.870001,23.040001,23.139999,31680000,20.777279
2013-07-01,23.209999,24.950001,22.76,24.370001,37830200,21.881689
2013-06-03,23.370001,24.450001,22.76,23.190001,46064200,20.822174
2013-05-01,22.10,24.129999,22.10,23.32,40605700,20.772995
2013-04-01,23.030001,23.719999,21.110001,22.290001,45473700,19.855492
2013-03-01,23.02,23.90,22.85,23.120001,35856200,20.594839
2013-02-01,22.43,23.75,22.27,23.219999,42399400,20.683916
2013-01-02,21.51,22.58,20.68,22.280001,45481800,19.685505
2012-12-03,21.18,21.950001,20.26,20.99,48120000,18.545725
2012-11-01,21.030001,21.780001,19.870001,21.129999,41367900,18.500587
2012-10-01,22.73,23.18,20.969999,21.059999,45216000,18.439299
2012-09-04,20.629999,22.959999,20.48,22.709999,57152600,19.883972
2012-08-01,20.860001,21.190001,20.200001,20.709999,31618300,17.99542
2012-07-02,20.74,21.00,19.360001,20.75,51637000,18.030178
2012-06-01,18.82,20.84,18.02,20.84,62921700,18.108381
2012-05-01,19.58,19.950001,18.32,19.09,46065700,16.401596
2012-04-02,20.030001,20.110001,18.700001,19.58,43774500,16.822592
2012-03-01,19.15,21.00,18.32,20.07,50233700,17.243586
2012-02-01,18.940001,19.50,18.700001,19.049999,49933200,16.367229
2012-01-03,18.23,19.27,18.23,18.709999,51444600,15.934174
2011-12-01,15.89,18.280001,15.73,17.91,73366100,15.252862
2011-11-01,16.129999,16.690001,14.68,15.91,64405900,13.419373
2011-10-03,15.10,17.50,14.02,16.709999,70815300,14.094136
2011-09-01,16.309999,16.450001,14.72,15.22,88186000,12.837389
2011-08-01,18.389999,18.42,14.82,16.309999,93424200,13.62607
2011-07-01,18.860001,19.530001,17.780001,17.91,56825300,14.962779
2011-06-01,19.469999,19.60,17.969999,18.860001,53951800,15.756451
2011-05-02,20.700001,20.709999,18.969999,19.639999,45910500,16.27426
2011-04-01,20.139999,20.85,19.51,20.450001,56259100,16.94545
2011-03-01,21.120001,21.17,18.60,20.049999,63914200,16.613997
2011-02-01,20.379999,21.65,20.08,20.92,52895600,17.334904
2011-01-03,18.49,20.74,18.120001,20.139999,76413100,16.573875
2010-12-01,16.030001,18.49,16.030001,18.290001,57131500,15.05145
2010-11-01,16.09,16.860001,15.63,15.83,55387200,12.925146
2010-10-01,16.40,17.49,15.88,16.02,64676100,13.080281
2010-09-01,14.73,16.700001,14.60,16.25,60450700,13.268075
2010-08-02,16.32,16.540001,14.25,14.48,60617900,11.736049
2010-07-01,14.33,16.57,13.75,16.120001,75597900,13.06527
2010-06-01,16.24,16.51,14.27,14.42,83717300,11.687419
2010-05-03,18.969999,19.34,15.15,16.35,106550400,13.168079
2010-04-01,18.27,19.700001,18.18,18.860001,82505100,15.189601
2010-03-01,16.10,18.940001,15.83,18.200001,93007300,14.658046
2010-02-01,16.200001,17.030001,15.25,16.059999,77313200,12.934516
2010-01-04,15.22,16.92,15.15,16.08,88647000,12.870285
